company_name,company_number,company_status,company_type,company_subtype,kind,links,date_of_creation,registered_office_address,sic_codes
GET COOKING! CIC,07682340,active,private-limited-guarant-nsc,community-interest-company,search-results#company,{'company_profile': '/company/07682340'},2011-06-24,"{'address_line_1': '34 Smalewell Road', 'address_line_2': 'Pudsey', 'locality': 'Leeds', 'postal_code': 'LS28 8PS', 'region': 'West Yorkshire'}","['56290', '85600', '86900']"
TUTTI LEEDS COMMUNITY CONCERT BAND CIC,13277754,active,private-limited-guarant-nsc,community-interest-company,search-results#company,{'company_profile': '/company/13277754'},2021-03-19,"{'address_line_1': '47 Rossefield Drive', 'locality': 'Leeds', 'postal_code': 'LS13 3RX', 'country': 'England'}","['85520', '90010']"
PRIMARY CARE COMMISSIONING COMMUNITY INTEREST COMPANY,06958872,active,private-limited-guarant-nsc,community-interest-company,search-results#company,{'company_profile': '/company/06958872'},2009-07-10,"{'address_line_1': 'West Village Suite 218, Second Floor, West Village', 'address_line_2': '114 Wellington Street', 'locality': 'Leeds', 'postal_code': 'LS1 1BA', 'region': 'West Yorkshire', 'country': 'England'}",['74909']
BUSINESS AGAINST CRIME IN LEEDS C.I.C.,05653345,active,private-limited-guarant-nsc,community-interest-company,search-results#company,{'company_profile': '/company/05653345'},2005-12-13,"{'address_line_1': 'Unit 82a Merrion Centre', 'locality': 'Leeds', 'postal_code': 'LS2 8NG', 'country': 'England'}",['80200']
NO PHONES AT HOME CIC,14607500,active,private-limited-guarant-nsc,community-interest-company,search-results#company,{'company_profile': '/company/14607500'},2023-01-20,"{'address_line_1': 'S6 The Media Centre', 'address_line_2': '21 Savile Mount', 'locality': 'Leeds', 'postal_code': 'LS7 3HZ', 'country': 'England'}",['85590']
STOIC GIVING CIC,14896498,active,private-limited-guarant-nsc,community-interest-company,search-results#company,{'company_profile': '/company/14896498'},2023-05-26,"{'address_line_1': 'Accounting4creators 3rd Floor', 'address_line_2': '6 Wellington Place', 'locality': 'Leeds', 'postal_code': 'LS1 4AP', 'country': 'England'}","['62090', '96090']"
KARMA DANCE (MENTAL HEALTH & TRAUMA) CIC,14248443,active,private-limited-guarant-nsc,community-interest-company,search-results#company,{'company_profile': '/company/14248443'},2022-07-21,"{'address_line_1': 'Apartment 77 Lovell House', 'address_line_2': '4 Skinner Lane', 'locality': 'Leeds', 'postal_code': 'LS7 1AR', 'region': 'West Yorkshire'}",['85590']
THE INDEPENDENT NATIONAL APPROVED PREMISES ASSOCIATION CIC,11961233,active,private-limited-guarant-nsc,community-interest-company,search-results#company,{'company_profile': '/company/11961233'},2019-04-24,"{'address_line_1': 'Ripon House', 'address_line_2': '63 Clarendon Road', 'locality': 'Leeds', 'postal_code': 'LS2 9NZ', 'country': 'England'}",['55900']
RADIO ASIAN FEVER CIC,05264616,active,private-limited-guarant-nsc,community-interest-company,search-results#company,{'company_profile': '/company/05264616'},2004-10-20,"{'address_line_1': 'Roundhay Road Resource Centre', 'address_line_2': '233- 237 Roundhay Road', 'locality': 'Leeds', 'postal_code': 'LS8 4HS'}",['60100']
HUMANS BEING (YORKSHIRE) CIC,10990560,active,private-limited-guarant-nsc,community-interest-company,search-results#company,{'company_profile': '/company/10990560'},2017-10-02,"{'address_line_1': '3 Avenue Crescent', 'locality': 'Leeds', 'postal_code': 'LS8 4HD', 'region': 'West Yorkshire'}","['85590', '96090']"
THE LIGHTBULB MOMENT PDA CIC,12926055,active,private-limited-guarant-nsc,community-interest-company,search-results#company,{'company_profile': '/company/12926055'},2020-10-04,"{'address_line_1': '13 Eccleshall Gardens', 'address_line_2': 'Bramhope', 'locality': 'Leeds', 'postal_code': 'LS16 9FH', 'country': 'England'}",['70229']
JACK RUSSELL TERRIER RESCUE UK CIC,10831284,active,private-limited-guarant-nsc,community-interest-company,search-results#company,{'company_profile': '/company/10831284'},2017-06-22,"{'address_line_1': 'Dale House Fink Hill', 'address_line_2': 'Horsforth', 'locality': 'Leeds', 'postal_code': 'LS18 4DH', 'country': 'England'}",['01490']
POWER2KNOW CIC,15560845,active,private-limited-guarant-nsc,community-interest-company,search-results#company,{'company_profile': '/company/15560845'},2024-03-13,"{'address_line_1': '1 St. Gabriel Court', 'locality': 'Leeds', 'postal_code': 'LS14 5QT', 'country': 'England'}","['85590', '85600']"
RE-START CREATIVE OUTREACH C.I.C.,14261085,active,private-limited-guarant-nsc,community-interest-company,search-results#company,{'company_profile': '/company/14261085'},2022-07-28,"{'address_line_1': '11 Pawson Street', 'address_line_2': 'Morley', 'locality': 'Leeds', 'postal_code': 'LS27 0QB', 'country': 'England'}","['86900', '90040']"
PASSING THE BATON CIC,15035170,active,private-limited-guarant-nsc,community-interest-company,search-results#company,{'company_profile': '/company/15035170'},2023-07-28,"{'address_line_1': '44 Moresdale Lane', 'locality': 'Leeds', 'postal_code': 'LS14 6SY', 'country': 'England'}",['85590']
WE ARE SHERBURN C.I.C.,14833971,active,private-limited-guarant-nsc,community-interest-company,search-results#company,{'company_profile': '/company/14833971'},2023-04-28,"{'address_line_1': '7 The Avenue', 'address_line_2': 'South Milford', 'locality': 'Leeds', 'postal_code': 'LS25 5BB', 'country': 'England'}",['82990']
LIFE EXPERIENCE COMMUNITY INTEREST COMPANY,11086346,active,private-limited-guarant-nsc,community-interest-company,search-results#company,{'company_profile': '/company/11086346'},2017-11-28,"{'address_line_1': '58 Waverley Garth', 'address_line_2': 'Beeston', 'locality': 'Leeds', 'postal_code': 'LS11 6AF', 'region': 'West Yorkshire'}","['85310', '85520', '85590', '90030']"
REVIVUS RECYCLING CIC,15052172,active,private-limited-guarant-nsc,community-interest-company,search-results#company,{'company_profile': '/company/15052172'},2023-08-07,"{'address_line_1': 'Flat 3, Rose And Crown', 'address_line_2': 'Armley Road', 'locality': 'Leeds', 'postal_code': 'LS12 2LY', 'country': 'England'}",['38110']
SEVEN ARTS LEEDS C.I.C.,04728409,active,private-limited-guarant-nsc,community-interest-company,search-results#company,{'company_profile': '/company/04728409'},2003-04-09,"{'address_line_1': 'Seven 31a', 'address_line_2': 'Harrogate Road', 'locality': 'Leeds', 'postal_code': 'LS7 3PD', 'region': 'West Yorkshire'}",['90040']
LITTLE KELHAM CIC,09090104,active,private-limited-guarant-nsc,community-interest-company,search-results#company,{'company_profile': '/company/09090104'},2014-06-17,"{'address_line_1': 'The Place 4 Central Place, Clarence Road', 'address_line_2': 'Climate Innovation District', 'locality': 'Leeds', 'postal_code': 'LS10 1FB', 'country': 'England'}",['68320']
BUY NOWT LS6 CIC,13600470,active,private-limited-guarant-nsc,community-interest-company,search-results#company,{'company_profile': '/company/13600470'},2021-09-03,"{'address_line_1': 'Ls6 Library Of Things -Headingley Methodist Church Chapel Street', 'address_line_2': 'Headingley', 'locality': 'Leeds', 'postal_code': 'LS6 3HZ', 'country': 'England'}",['91011']
SUSTAINABLE ARTS IN LEEDS C.I.C.,12518465,active,private-limited-guarant-nsc,community-interest-company,search-results#company,{'company_profile': '/company/12518465'},2020-03-16,"{'address_line_1': 'C/O Itv Television House', 'address_line_2': '106 Kirkstall Road', 'locality': 'Leeds', 'postal_code': 'LS3 1JS', 'country': 'England'}","['74901', '85590', '90020', '94990']"
LEEDS MINDFULNESS COOPERATIVE CIC,10949121,active,private-limited-guarant-nsc,community-interest-company,search-results#company,{'company_profile': '/company/10949121'},2017-09-06,"{'address_line_1': '20 Lilac Grove Victoria Park Avenue', 'locality': 'Leeds', 'postal_code': 'LS5 3AG'}",['86900']
BEE INSPIRED ECO EDUCATION CIC,15886868,active,private-limited-guarant-nsc,community-interest-company,search-results#company,{'company_profile': '/company/15886868'},2024-08-08,"{'address_line_1': '9 Miles Hill Crescent', 'locality': 'Leeds', 'postal_code': 'LS7 2EU', 'country': 'England'}","['47890', '74901', '85590', '88990']"
SOUTH LEEDS LIFE C.I.C.,09998695,active,private-limited-guarant-nsc,community-interest-company,search-results#company,{'company_profile': '/company/09998695'},2016-02-10,"{'address_line_1': '224 Cross Flatts Grove', 'locality': 'Leeds', 'postal_code': 'LS11 7BW', 'region': 'West Yorkshire'}",['58190']
THE NATIONAL SYMPHONIC WIND BAND COMMUNITY INTEREST COMPANY,15892531,active,private-limited-guarant-nsc,community-interest-company,search-results#company,{'company_profile': '/company/15892531'},2024-08-12,"{'address_line_1': '4 Churchville Avenue', 'address_line_2': 'Micklefield', 'locality': 'Leeds', 'postal_code': 'LS25 4AS', 'country': 'England'}","['85600', '90010']"
MIDDLE PEOPLE CIC,15896719,active,private-limited-guarant-nsc,community-interest-company,search-results#company,{'company_profile': '/company/15896719'},2024-08-14,"{'address_line_1': 'Unit 5 Cardinal House, Swinnow Grange Mills', 'address_line_2': 'Stanningly Road', 'locality': 'Leeds', 'postal_code': 'LS13 4EP', 'region': 'West Yorkshire', 'country': 'United Kingdom'}","['59112', '74209', '90030', '90040']"
RETREAT 2 REBIRTH PROJECT CIC,14265974,active,private-limited-guarant-nsc,community-interest-company,search-results#company,{'company_profile': '/company/14265974'},2022-08-01,"{'address_line_1': 'Heart Centre', 'address_line_2': '11 Bennett Road', 'locality': 'Leeds', 'postal_code': 'LS6 3HN', 'country': 'England'}","['86900', '90020', '90030', '96040']"
PEP IN UK PRISONS CIC,14933002,active,private-limited-guarant-nsc,community-interest-company,search-results#company,{'company_profile': '/company/14933002'},2023-06-13,"{'address_line_1': '15 Whingate Grove', 'locality': 'Leeds', 'postal_code': 'LS12 3RD', 'country': 'England'}",['85590']
MARCHING OUT TOGETHER CIC,15872893,active,private-limited-guarant-nsc,community-interest-company,search-results#company,{'company_profile': '/company/15872893'},2024-08-02,"{'address_line_1': '6 Wensley Green', 'locality': 'Leeds', 'postal_code': 'LS7 2ND', 'country': 'England'}",['94110']
SOUTH LEEDS COMMUNITY EDUCATORS CIC,15874036,active,private-limited-guarant-nsc,community-interest-company,search-results#company,{'company_profile': '/company/15874036'},2024-08-03,"{'address_line_1': 'Unit 24 The Sugar Refinery', 'address_line_2': '432 Dewsbury Road', 'locality': 'Leeds', 'postal_code': 'LS11 7DF', 'country': 'England'}","['85590', '85600', '96040', '96090']"
TALLAWAH ACADEMY CIC,15843946,active,private-limited-guarant-nsc,community-interest-company,search-results#company,{'company_profile': '/company/15843946'},2024-07-17,"{'address_line_1': '109 Ramshead Crescent Ramshead Crescent', 'locality': 'Leeds', 'postal_code': 'LS14 1PF', 'country': 'England'}","['85510', '86900', '93120']"
THINK LIKE A PONY CIC,08634257,active,private-limited-guarant-nsc,community-interest-company,search-results#company,{'company_profile': '/company/08634257'},2013-08-01,"{'address_line_1': 'Think Like A Pony Otley Old Road', 'address_line_2': 'Horsforth', 'locality': 'Leeds', 'postal_code': 'LS18 5HZ', 'country': 'England'}",['85510']
SUSTAINABLE COMMUNITIES ALLIANCE CIC,12159904,active,private-limited-guarant-nsc,community-interest-company,search-results#company,{'company_profile': '/company/12159904'},2019-08-16,"{'address_line_1': '6 Methley Terrace', 'locality': 'Leeds', 'postal_code': 'LS7 3NL', 'country': 'England'}","['47810', '70229', '85520', '86900']"
3DTOYSHOP CIC,13611529,active,private-limited-guarant-nsc,community-interest-company,search-results#company,{'company_profile': '/company/13611529'},2021-09-09,"{'address_line_1': '31 Corporation Street', 'address_line_2': 'Morley', 'locality': 'Leeds', 'postal_code': 'LS27 9LQ', 'country': 'England'}",['32409']
HOPE BEREAVEMENT SUPPORT CIC,12718396,active,private-limited-guarant-nsc,community-interest-company,search-results#company,{'company_profile': '/company/12718396'},2020-07-04,"{'address_line_1': '53 Coldcotes Avenue', 'locality': 'Leeds', 'postal_code': 'LS9 6ND', 'country': 'England'}","['86900', '88990', '96030', '96090']"
"TOBIN'S GYM, FITNESS AND WELLBEING CENTRE C.I.C.",15587766,active,private-limited-guarant-nsc,community-interest-company,search-results#company,{'company_profile': '/company/15587766'},2024-03-23,"{'address_line_1': '20 Georgian Square', 'locality': 'Leeds', 'postal_code': 'LS13 1PZ', 'country': 'England'}","['93110', '93130']"
WORLD MUSIC FESTIVALS C.I.C.,15711211,active,private-limited-guarant-nsc,community-interest-company,search-results#company,{'company_profile': '/company/15711211'},2024-05-09,"{'address_line_1': 'Flat 7 Wedgewood Court', 'address_line_2': 'North Park Avenue', 'locality': 'Leeds', 'postal_code': 'LS8 1DD', 'region': 'West Yorkshire'}","['56290', '90020']"
BRAVE WORDS CIC,11697402,active,private-limited-guarant-nsc,community-interest-company,search-results#company,{'company_profile': '/company/11697402'},2018-11-26,"{'address_line_1': '73 Blackmoor Court', 'locality': 'Leeds', 'postal_code': 'LS17 7RT', 'country': 'England'}",['90010']
CLIMATE INNOVATION DISTRICT 312 CIC,11393757,active,private-limited-guarant-nsc,community-interest-company,search-results#company,{'company_profile': '/company/11393757'},2018-06-01,"{'address_line_1': 'The Place 4 Central Place, Clarence Road', 'address_line_2': 'Climate Innovation District', 'locality': 'Leeds', 'postal_code': 'LS10 1FB', 'country': 'England'}",['68320']
MUNGANO CIC,15944927,active,private-limited-guarant-nsc,community-interest-company,search-results#company,{'company_profile': '/company/15944927'},2024-09-09,"{'address_line_1': '24 Haslewood Place', 'locality': 'Leeds', 'postal_code': 'LS9 7PJ', 'country': 'England'}",['85510']
BUILDFORCE GROUP CIC,12874013,active,private-limited-guarant-nsc,community-interest-company,search-results#company,{'company_profile': '/company/12874013'},2020-09-11,"{'address_line_1': '25-29 Sandy Way Yeadon', 'locality': 'Leeds', 'postal_code': 'LS19 7EW', 'region': 'West Yorkshire', 'country': 'England'}","['78109', '78300']"
KEY LYNX CIC,12335161,active,private-limited-guarant-nsc,community-interest-company,search-results#company,{'company_profile': '/company/12335161'},2019-11-26,"{'address_line_1': '23 Model Avenue', 'locality': 'Leeds', 'postal_code': 'LS12 2BW', 'country': 'England'}","['55900', '87900']"
RAS SHAMRA CIC,14493635,active,private-limited-guarant-nsc,community-interest-company,search-results#company,{'company_profile': '/company/14493635'},2022-11-18,"{'address_line_1': '54 Lincombe Drive', 'locality': 'Leeds', 'postal_code': 'LS8 1PS', 'country': 'England'}","['64304', '85320', '85510', '85520']"
WONDER WOMEN CIC,15037747,active,private-limited-guarant-nsc,community-interest-company,search-results#company,{'company_profile': '/company/15037747'},2023-07-31,"{'address_line_1': 'Unit 4a Aire Street', 'locality': 'Leeds', 'postal_code': 'LS1 4HT', 'region': 'West Yorkshire', 'country': 'United Kingdom'}","['59112', '59113', '62020', '82302']"
CITY OF LEEDS GYMNASTICS CLUB CIC,07810479,active,private-limited-guarant-nsc,community-interest-company,search-results#company,{'company_profile': '/company/07810479'},2011-10-14,"{'address_line_1': 'Gymnastic Centre Limewood Business Park', 'address_line_2': 'Limewood Way', 'locality': 'Leeds', 'postal_code': 'LS14 1AB', 'region': 'West Yorkshire'}",['93120']
CREATIVE WILD WOMEN CIC,15095588,active,private-limited-guarant-nsc,community-interest-company,search-results#company,{'company_profile': '/company/15095588'},2023-08-25,"{'address_line_1': '52 New Street', 'address_line_2': 'Kippax', 'locality': 'Leeds', 'postal_code': 'LS25 7BE', 'country': 'England'}",['86900']
ROUNDHAY SKATEPARK PROJECT CIC,14545491,active,private-limited-guarant-nsc,community-interest-company,search-results#company,{'company_profile': '/company/14545491'},2022-12-16,"{'address_line_1': '25 Tatham Way', 'locality': 'Leeds', 'postal_code': 'LS8 2PR', 'country': 'England'}",['93110']
